deduplicated_bullet_id,duplicate_count,normalized_match_key,all_source_references,bullet_id,original_zip_name,source_project_zip,source_project,source_project_id,source_tex_file,source_line_number,section_name,experience_id,experience_title,organization,date,bullet_text,raw_bullet_tex,detected_tools,possible_role_tags
dedup_b000040,16,"annotated 17 videos of mechanical arm interactions, applying rigorous coding standards to extract critical timing and behavioral data in python, improving understanding of safety perceptions.",Overleaf Projects (77 items).zip | 26 summer_BA (v1) (26 summer_BA (v1).zip) | main.tex:271 || Overleaf Projects (77 items).zip | 26 summer_PM_711 (26 summer_PM_711.zip) | main.tex:289 || Overleaf Projects (77 items).zip | 26 summer_PM_Lucid (26 summer_PM_Lucid.zip) | main.tex:287 || Overleaf Projects (77 items).zip | 26 summer_PM_fieldpulse (26 summer_PM_fieldpulse.zip) | main.tex:292 || Overleaf Projects (77 items).zip | 26 summer_UXR (v2） (26 summer_UXR (v2）.zip) | main.tex:274 || Overleaf Projects (77 items).zip | 26 summer_UXR_Organon (26 summer_UXR_Organon.zip) | main.tex:277 || Overleaf Projects (77 items).zip | 26 summer_UXR_SIE (26 summer_UXR_SIE.zip) | main.tex:277 || Overleaf Projects (77 items).zip | 26 summer_UXR_Xometry (26 summer_UXR_Xometry.zip) | main.tex:275 || Overleaf Projects (77 items).zip | 26 summer_UXR_adobe (26 summer_UXR_adobe.zip) | main.tex:276 || Overleaf Projects (77 items).zip | 26 summer_tech PM (v1) (26 summer_tech PM (v1).zip) | main.tex:281 || Overleaf Projects (77 items).zip | NEU IS_V2 (NEU IS_V2.zip) | main.tex:240 || Overleaf Projects (77 items).zip | UCSD CSS (UCSD CSS.zip) | main.tex:240 || Overleaf Projects (77 items).zip | UIUC MSIM (UIUC MSIM.zip) | main.tex:240 || Overleaf Projects (77 items).zip | UNC MSIS (UNC MSIS.zip) | main.tex:241 || Overleaf Projects (77 items).zip | UR DS (UR DS.zip) | main.tex:240 || Overleaf Projects (77 items).zip | UTA MSIS (UTA MSIS.zip) | main.tex:241,raw_b000102,Overleaf Projects (77 items).zip,26 summer_BA (v1).zip,26 summer_BA (v1),project_008_26_summer_ba_v1,main.tex,271,RESEARCH EXPERIENCE,raw_e000061,Research intern,"Lab of Engineering Psychology, Chinese Academy of Sciences",Nov. 2023 - Jun. 2024,"Annotated 17 videos of mechanical arm interactions, applying rigorous coding standards to extract critical timing and behavioral data in Python, improving understanding of safety perceptions.","Annotated 17 videos of mechanical arm interactions, applying rigorous coding standards to extract critical timing and behavioral data in Python, improving understanding of safety perceptions.",Python,
dedup_b000041,6,"screened over 580 articles and systematically coded 100 relevant studies, tagging key metadata such as study design and variables. structured the dataset to support a meta-analysis on trust factors in autonomous driving.",Overleaf Projects (77 items).zip | 26 summer_BA (v1) (26 summer_BA (v1).zip) | main.tex:272 || Overleaf Projects (77 items).zip | 26 summer_UXR (v2） (26 summer_UXR (v2）.zip) | main.tex:275 || Overleaf Projects (77 items).zip | 26 summer_UXR_Organon (26 summer_UXR_Organon.zip) | main.tex:278 || Overleaf Projects (77 items).zip | 26 summer_UXR_SIE (26 summer_UXR_SIE.zip) | main.tex:278 || Overleaf Projects (77 items).zip | 26 summer_UXR_Xometry (26 summer_UXR_Xometry.zip) | main.tex:276 || Overleaf Projects (77 items).zip | 26 summer_UXR_adobe (26 summer_UXR_adobe.zip) | main.tex:277,raw_b000103,Overleaf Projects (77 items).zip,26 summer_BA (v1).zip,26 summer_BA (v1),project_008_26_summer_ba_v1,main.tex,272,RESEARCH EXPERIENCE,raw_e000061,Research intern,"Lab of Engineering Psychology, Chinese Academy of Sciences",Nov. 2023 - Jun. 2024,"Screened over 580 articles and systematically coded 100 relevant studies, tagging key metadata such as study design and variables. Structured the dataset to support a meta-analysis on trust factors in autonomous driving.","Screened over 580 articles and systematically coded 100 relevant studies, tagging key metadata such as study design and variables. Structured the dataset to support a meta-analysis on trust factors in autonomous driving.",,
dedup_b000042,12,"managed a research project involving 3 studies, using github for version control and team coordination.",Overleaf Projects (77 items).zip | 26 summer_BA (v1) (26 summer_BA (v1).zip) | main.tex:290 || Overleaf Projects (77 items).zip | 26 summer_DELTA (26 summer_DELTA.zip) | main.tex:329 || Overleaf Projects (77 items).zip | 26 summer_PM_Lucid (26 summer_PM_Lucid.zip) | main.tex:324 || Overleaf Projects (77 items).zip | 26 summer_PM_fieldpulse (26 summer_PM_fieldpulse.zip) | main.tex:329 || Overleaf Projects (77 items).zip | 26 summer_Product design (26 summer_Product design.zip) | main.tex:331 || Overleaf Projects (77 items).zip | 26 summer_Product design_Dicks (26 summer_Product design_Dicks.zip) | main.tex:331 || Overleaf Projects (77 items).zip | 26 summer_UXR (v2） (26 summer_UXR (v2）.zip) | main.tex:309 || Overleaf Projects (77 items).zip | 26 summer_UXR_adobe (26 summer_UXR_adobe.zip) | main.tex:311 || Overleaf Projects (77 items).zip | 26 summer_tech PM (v1) (26 summer_tech PM (v1).zip) | main.tex:318 || Overleaf Projects (77 items).zip | UIUC MSIM (UIUC MSIM.zip) | main.tex:222 || Overleaf Projects (77 items).zip | UNC MSIS (UNC MSIS.zip) | main.tex:223 || Overleaf Projects (77 items).zip | UTA MSIS (UTA MSIS.zip) | main.tex:223,raw_b000104,Overleaf Projects (77 items).zip,26 summer_BA (v1).zip,26 summer_BA (v1),project_008_26_summer_ba_v1,main.tex,290,RESEARCH EXPERIENCE,raw_e000062,The Impact of Continuous or Categorical Thinking on Emotion Perception,Undergraduate Thesis,Dec. 2023 – May. 2024,"Managed a research project involving 3 studies, using GitHub for version control and team coordination.","Managed a research project involving 3 studies, using GitHub for version control and team coordination.",,
dedup_b000043,6,"developed and executed an experimental protocol in psychopy, manipulating facial expressions along continuous dimensions using matlab for grayscale conversion.",Overleaf Projects (77 items).zip | 26 summer_BA (v1) (26 summer_BA (v1).zip) | main.tex:292 || Overleaf Projects (77 items).zip | 26 summer_UXR (v2） (26 summer_UXR (v2）.zip) | main.tex:311 || Overleaf Projects (77 items).zip | 26 summer_UXR_adobe (26 summer_UXR_adobe.zip) | main.tex:313 || Overleaf Projects (77 items).zip | UIUC MSIM (UIUC MSIM.zip) | main.tex:224 || Overleaf Projects (77 items).zip | UNC MSIS (UNC MSIS.zip) | main.tex:225 || Overleaf Projects (77 items).zip | UTA MSIS (UTA MSIS.zip) | main.tex:225,raw_b000106,Overleaf Projects (77 items).zip,26 summer_BA (v1).zip,26 summer_BA (v1),project_008_26_summer_ba_v1,main.tex,292,RESEARCH EXPERIENCE,raw_e000062,The Impact of Continuous or Categorical Thinking on Emotion Perception,Undergraduate Thesis,Dec. 2023 – May. 2024,"Developed and executed an experimental protocol in PsychoPy, manipulating facial expressions along continuous dimensions using MATLAB for grayscale conversion.","Developed and executed an experimental protocol in PsychoPy, manipulating facial expressions along continuous dimensions using MATLAB for grayscale conversion.",MATLAB; PsychoPy,
dedup_b000044,14,collected data from 135 participants to explore the effects of thinking styles on stages of emotion perception from stimulus representation to response selection.,Overleaf Projects (77 items).zip | 26 summer_BA (v1) (26 summer_BA (v1).zip) | main.tex:293 || Overleaf Projects (77 items).zip | 26 summer_UX_Netflix (26 summer_UX_Netflix.zip) | main.tex:312 || Overleaf Projects (77 items).zip | UIUC MSIM (UIUC MSIM.zip) | main.tex:225 || Overleaf Projects (77 items).zip | UNC MSIS (UNC MSIS.zip) | main.tex:226 || Overleaf Projects (77 items).zip | UTA MSIS (UTA MSIS.zip) | main.tex:226 || Overleaf Projects (77 items).zip | Ziyuan_Guo_Consumer_Sandisk (Ziyuan_Guo_Consumer_Sandisk.zip) | main.tex:312 || Overleaf Projects (77 items).zip | Ziyuan_Guo_HF_Genentech (Ziyuan_Guo_HF_Genentech.zip) | main.tex:314 || Overleaf Projects (77 items).zip | Ziyuan_Guo_HF_Wisk (Ziyuan_Guo_HF_Wisk.zip) | main.tex:314 || Overleaf Projects (77 items).zip | Ziyuan_Guo_HF_aperture (Ziyuan_Guo_HF_aperture.zip) | main.tex:315 || Overleaf Projects (77 items).zip | Ziyuan_Guo_Market Strategy_PORSCHE (Ziyuan_Guo_Market Strategy_PORSCHE.zip) | main.tex:310 || Overleaf Projects (77 items).zip | Ziyuan_Guo_UXR_TensorWave (Ziyuan_Guo_UXR_TensorWave.zip) | main.tex:312 || Overleaf Projects (77 items).zip | Ziyuan_Guo_UX_Fortive (Ziyuan_Guo_UX_Fortive.zip) | main.tex:312 || Overleaf Projects (77 items).zip | Ziyuan_Guo_UX_JPMorgan (Ziyuan_Guo_UX_JPMorgan.zip) | main.tex:312 || Overleaf Projects (77 items).zip | Ziyuan_Guo_research_Gensler (Ziyuan_Guo_research_Gensler.zip) | main.tex:314,raw_b000107,Overleaf Projects (77 items).zip,26 summer_BA (v1).zip,26 summer_BA (v1),project_008_26_summer_ba_v1,main.tex,293,RESEARCH EXPERIENCE,raw_e000062,The Impact of Continuous or Categorical Thinking on Emotion Perception,Undergraduate Thesis,Dec. 2023 – May. 2024,Collected data from 135 participants to explore the effects of thinking styles on stages of emotion perception from stimulus representation to response selection.,Collected data from 135 participants to explore the effects of thinking styles on stages of emotion perception from stimulus representation to response selection.,,
dedup_b000045,21,"led a voice analysis project on a hair product, designing baseline vs. product-phase protocols and analyzing consumer speech data (on-site & home-use, n=25) with r; visualized emotional trajectories across the user journey to uncover evolving needs and inform improved product communication guidelines.",Overleaf Projects (77 items).zip | 26 summer_BA_Holland America Line (26 summer_BA_Holland America Line.zip) | main.tex:236 || Overleaf Projects (77 items).zip | 26 summer_UXR_Organon (26 summer_UXR_Organon.zip) | main.tex:237 || Overleaf Projects (77 items).zip | 26 summer_UXR_SIE (26 summer_UXR_SIE.zip) | main.tex:237 || Overleaf Projects (77 items).zip | 26 summer_UXR_Xometry (26 summer_UXR_Xometry.zip) | main.tex:235 || Overleaf Projects (77 items).zip | 26 summer_UXR_adobe (26 summer_UXR_adobe.zip) | main.tex:236 || Overleaf Projects (77 items).zip | 26 summer_UX_Netflix (26 summer_UX_Netflix.zip) | main.tex:235 || Overleaf Projects (77 items).zip | 26 summer_ds_notion (26 summer_ds_notion.zip) | main.tex:236 || Overleaf Projects (77 items).zip | Ziyuan_Guo_Consumer_Sandisk (Ziyuan_Guo_Consumer_Sandisk.zip) | main.tex:235 || Overleaf Projects (77 items).zip | Ziyuan_Guo_Consumer_market_iff (Ziyuan_Guo_Consumer_market_iff.zip) | main.tex:235 || Overleaf Projects (77 items).zip | Ziyuan_Guo_Digital Ops_Richemont (Ziyuan_Guo_Digital Ops_Richemont.zip) | main.tex:235 || Overleaf Projects (77 items).zip | Ziyuan_Guo_HF_Genentech (Ziyuan_Guo_HF_Genentech.zip) | main.tex:237 || Overleaf Projects (77 items).zip | Ziyuan_Guo_Market Strategy_PORSCHE (Ziyuan_Guo_Market Strategy_PORSCHE.zip) | main.tex:235 || Overleaf Projects (77 items).zip | Ziyuan_Guo_PM_Tencent (Ziyuan_Guo_PM_Tencent.zip) | main.tex:235 || Overleaf Projects (77 items).zip | Ziyuan_Guo_Product_Bluebeam (Ziyuan_Guo_Product_Bluebeam.zip) | main.tex:240 || Overleaf Projects (77 items).zip | Ziyuan_Guo_Product_TheInclab (Ziyuan_Guo_Product_TheInclab.zip) | main.tex:240 || Overleaf Projects (77 items).zip | Ziyuan_Guo_UXR_Equinix (Ziyuan_Guo_UXR_Equinix.zip) | main.tex:235 || Overleaf Projects (77 items).zip | Ziyuan_Guo_UXR_TensorWave (Ziyuan_Guo_UXR_TensorWave.zip) | main.tex:235 || Overleaf Projects (77 items).zip | Ziyuan_Guo_UX_Fortive (Ziyuan_Guo_UX_Fortive.zip) | main.tex:235 || Overleaf Projects (77 items).zip | Ziyuan_Guo_UX_JPMorgan (Ziyuan_Guo_UX_JPMorgan.zip) | main.tex:235 || Overleaf Projects (77 items).zip | Ziyuan_Guo_market research_Signet (Ziyuan_Guo_market research_Signet.zip) | main.tex:240 || Overleaf Projects (77 items).zip | Ziyuan_Guo_research_Gensler (Ziyuan_Guo_research_Gensler.zip) | main.tex:235,raw_b000109,Overleaf Projects (77 items).zip,26 summer_BA_Holland America Line.zip,26 summer_BA_Holland America Line,project_009_26_summer_ba_holland_america_line,main.tex,236,PROFESSIONAL EXPERIENCE,raw_e000066,Cognitive Sciences Lab Technician (Contractor),"L'Oreal R&I Center, Shanghai",Jul. 2024 – Jul. 2025,"Led a Voice Analysis project on a hair product, designing baseline vs. product-phase protocols and analyzing consumer speech data (on-site & home-use, N=25) with R; visualized emotional trajectories across the user journey to uncover evolving needs and inform improved product communication guidelines.","Led a Voice Analysis project on a hair product, designing baseline vs. product-phase protocols and analyzing consumer speech data (on-site \& home-use, N=25) with R; visualized emotional trajectories across the user journey to uncover evolving needs and inform improved product communication guidelines.",R,
dedup_b000046,3,prototyped and evaluated ai agents in copilot and ut spark to automate content retrieval and workflows; compared performance through iterative testing and documented accuracy metrics.,Overleaf Projects (77 items).zip | 26 summer_BA_Holland America Line (26 summer_BA_Holland America Line.zip) | main.tex:257 || Overleaf Projects (77 items).zip | 26 summer_PM_Visa (26 summer_PM_Visa.zip) | main.tex:236 || Overleaf Projects (77 items).zip | 26 summer_ds_notion (26 summer_ds_notion.zip) | main.tex:257,raw_b000111,Overleaf Projects (77 items).zip,26 summer_BA_Holland America Line.zip,26 summer_BA_Holland America Line,project_009_26_summer_ba_holland_america_line,main.tex,257,PROFESSIONAL EXPERIENCE,raw_e000067,Graduate Assistant,"AI-Powered Career Systems, UT Career Success",Sep. 2025 – Present,Prototyped and evaluated AI agents in Copilot and UT Spark to automate content retrieval and workflows; compared performance through iterative testing and documented accuracy metrics.,Prototyped and evaluated AI agents in Copilot and UT Spark to automate content retrieval and workflows; compared performance through iterative testing and documented accuracy metrics.,UT Spark,
dedup_b000047,3,"developed metadata tagging and content architecture for a sharepoint-based saas knowledge platform, improving resource discoverability and enabling scalable automation of internal tools.",Overleaf Projects (77 items).zip | 26 summer_BA_Holland America Line (26 summer_BA_Holland America Line.zip) | main.tex:259 || Overleaf Projects (77 items).zip | 26 summer_PM_Visa (26 summer_PM_Visa.zip) | main.tex:238 || Overleaf Projects (77 items).zip | 26 summer_ds_notion (26 summer_ds_notion.zip) | main.tex:259,raw_b000112,Overleaf Projects (77 items).zip,26 summer_BA_Holland America Line.zip,26 summer_BA_Holland America Line,project_009_26_summer_ba_holland_america_line,main.tex,259,PROFESSIONAL EXPERIENCE,raw_e000067,Graduate Assistant,"AI-Powered Career Systems, UT Career Success",Sep. 2025 – Present,"Developed metadata tagging and content architecture for a SharePoint-based SaaS knowledge platform, improving resource discoverability and enabling scalable automation of internal tools.","Developed metadata tagging and content architecture for a SharePoint-based SaaS knowledge platform, improving resource discoverability and enabling scalable automation of internal tools.",SharePoint,
dedup_b000048,1,analyzed 600+ dui cases spanning 5 years using python; coded and modeled key predictors through regression analysis to quantify factors affecting case outcomes and support data-driven legal evaluations.,Overleaf Projects (77 items).zip | 26 summer_BA_Holland America Line (26 summer_BA_Holland America Line.zip) | main.tex:284,raw_b000113,Overleaf Projects (77 items).zip,26 summer_BA_Holland America Line.zip,26 summer_BA_Holland America Line,project_009_26_summer_ba_holland_america_line,main.tex,284,PROFESSIONAL EXPERIENCE,raw_e000068,Judge Assistant Intern,Criminal Trial Division of Kunshan People's Court,Jun. 2022 – Aug. 2022,Analyzed 600+ DUI cases spanning 5 years using Python; coded and modeled key predictors through regression analysis to quantify factors affecting case outcomes and support data-driven legal evaluations.,Analyzed 600+ DUI cases spanning 5 years using Python; coded and modeled key predictors through regression analysis to quantify factors affecting case outcomes and support data-driven legal evaluations.,Python,
dedup_b000049,3,prototyped an ai-assisted query system integrating sql data retrieva with llm-based apis to enable natural language interaction with mimic healthcare datasets.,Overleaf Projects (77 items).zip | 26 summer_BA_Holland America Line (26 summer_BA_Holland America Line.zip) | main.tex:310 || Overleaf Projects (77 items).zip | 26 summer_PM_Visa (26 summer_PM_Visa.zip) | main.tex:295 || Overleaf Projects (77 items).zip | 26 summer_ds_notion (26 summer_ds_notion.zip) | main.tex:296,raw_b000114,Overleaf Projects (77 items).zip,26 summer_BA_Holland America Line.zip,26 summer_BA_Holland America Line,project_009_26_summer_ba_holland_america_line,main.tex,310,RESEARCH EXPERIENCE,raw_e000069,AI-Powered Data Query System (RAG + SQL),Project Lead,Aug. 2025 - Oct. 2025,Prototyped an AI-assisted query system integrating SQL data retrieva with LLM-based APIs to enable natural language interaction with MIMIC healthcare datasets.,Prototyped an AI-assisted query system integrating SQL data retrieva with LLM-based APIs to enable natural language interaction with MIMIC healthcare datasets.,SQL; RAG; LLM,
dedup_b000050,3,"automated retrieval and response workflows through a rag pipeline, reducing manual query time by 80% and improving data accessibility.",Overleaf Projects (77 items).zip | 26 summer_BA_Holland America Line (26 summer_BA_Holland America Line.zip) | main.tex:311 || Overleaf Projects (77 items).zip | 26 summer_PM_Visa (26 summer_PM_Visa.zip) | main.tex:296 || Overleaf Projects (77 items).zip | 26 summer_ds_notion (26 summer_ds_notion.zip) | main.tex:297,raw_b000115,Overleaf Projects (77 items).zip,26 summer_BA_Holland America Line.zip,26 summer_BA_Holland America Line,project_009_26_summer_ba_holland_america_line,main.tex,311,RESEARCH EXPERIENCE,raw_e000069,AI-Powered Data Query System (RAG + SQL),Project Lead,Aug. 2025 - Oct. 2025,"Automated retrieval and response workflows through a RAG pipeline, reducing manual query time by 80% and improving data accessibility.","Automated retrieval and response workflows through a RAG pipeline, reducing manual query time by 80\% and improving data accessibility.",SQL; RAG,
dedup_b000051,1,"designed and executed applied research experiments integrating multimodal physiological sensors (eeg, gsr, ecg) to evaluate 30 products; generated cross-cultural insights that informed product innovation strategies.",Overleaf Projects (77 items).zip | 26 summer_DELTA (26 summer_DELTA.zip) | main.tex:236,raw_b000120,Overleaf Projects (77 items).zip,26 summer_DELTA.zip,26 summer_DELTA,project_010_26_summer_delta,main.tex,236,PROFESSIONAL EXPERIENCE,raw_e000075,Cognitive Sciences Lab Technician (Contractor),"L'Oreal R&I Center, Shanghai",Jul. 2024 – Jul. 2025,"Designed and executed applied research experiments integrating multimodal physiological sensors (EEG, GSR, ECG) to evaluate 30 products; generated cross-cultural insights that informed product innovation strategies.","Designed and executed applied research experiments integrating multimodal physiological sensors (EEG, GSR, ECG) to evaluate 30 products; generated cross-cultural insights that informed product innovation strategies.",R,
dedup_b000052,1,"built an automation tool to streamline qualitative-physiological data synthesis in a 32-participant luxury packaging study, linking visual design cues with emotional responses measured by eeg and eye-tracking, informing actionable design and business recommendations.",Overleaf Projects (77 items).zip | 26 summer_DELTA (26 summer_DELTA.zip) | main.tex:238,raw_b000121,Overleaf Projects (77 items).zip,26 summer_DELTA.zip,26 summer_DELTA,project_010_26_summer_delta,main.tex,238,PROFESSIONAL EXPERIENCE,raw_e000075,Cognitive Sciences Lab Technician (Contractor),"L'Oreal R&I Center, Shanghai",Jul. 2024 – Jul. 2025,"Built an automation tool to streamline qualitative–physiological data synthesis in a 32-participant luxury packaging study, linking visual design cues with emotional responses measured by EEG and Eye-tracking, informing actionable design and business recommendations.","Built an automation tool to streamline qualitative–physiological data synthesis in a 32-participant luxury packaging study, linking visual design cues with emotional responses measured by EEG and Eye-tracking, informing actionable design and business recommendations.",R,
dedup_b000053,1,partnered with r&i engineers and designers to prototype and evaluate sensory interaction concepts; co-authored evaluation frameworks linking consumer emotion data to product development goals.,Overleaf Projects (77 items).zip | 26 summer_DELTA (26 summer_DELTA.zip) | main.tex:244,raw_b000122,Overleaf Projects (77 items).zip,26 summer_DELTA.zip,26 summer_DELTA,project_010_26_summer_delta,main.tex,244,PROFESSIONAL EXPERIENCE,raw_e000075,Cognitive Sciences Lab Technician (Contractor),"L'Oreal R&I Center, Shanghai",Jul. 2024 – Jul. 2025,Partnered with R&I engineers and designers to prototype and evaluate sensory interaction concepts; co-authored evaluation frameworks linking consumer emotion data to product development goals.,Partnered with R\&I engineers and designers to prototype and evaluate sensory interaction concepts; co-authored evaluation frameworks linking consumer emotion data to product development goals.,R,
dedup_b000054,1,"conducted usability evaluations of the sharepoint + copilot agent; analyzed workflow data to identify ux and operational pain points, leading to improvements in system adoption and design clarity.",Overleaf Projects (77 items).zip | 26 summer_DELTA (26 summer_DELTA.zip) | main.tex:259,raw_b000123,Overleaf Projects (77 items).zip,26 summer_DELTA.zip,26 summer_DELTA,project_010_26_summer_delta,main.tex,259,PROFESSIONAL EXPERIENCE,raw_e000076,Graduate Assistant,"AI-Powered Career Systems, UT Career Success",Sep. 2025 – Present,"Conducted usability evaluations of the SharePoint + Copilot Agent; analyzed workflow data to identify UX and operational pain points, leading to improvements in system adoption and design clarity.","Conducted usability evaluations of the SharePoint + Copilot Agent; analyzed workflow data to identify UX and operational pain points, leading to improvements in system adoption and design clarity.",SharePoint,
dedup_b000055,1,"collaborated with design and content teams to redesign information architecture and metadata tagging, applying data storytelling to present impact metrics to leadership and stakeholders.",Overleaf Projects (77 items).zip | 26 summer_DELTA (26 summer_DELTA.zip) | main.tex:261,raw_b000124,Overleaf Projects (77 items).zip,26 summer_DELTA.zip,26 summer_DELTA,project_010_26_summer_delta,main.tex,261,PROFESSIONAL EXPERIENCE,raw_e000076,Graduate Assistant,"AI-Powered Career Systems, UT Career Success",Sep. 2025 – Present,"Collaborated with design and content teams to redesign information architecture and metadata tagging, applying data storytelling to present impact metrics to leadership and stakeholders.","Collaborated with design and content teams to redesign information architecture and metadata tagging, applying data storytelling to present impact metrics to leadership and stakeholders.",,
dedup_b000056,3,"modeled 10 vr risk scenarios using blender and designed 6 distinct driving scenarios in vizard to examine user trust and risk perception, enhancing ecological realism and informing interaction design for safety-critical interfaces.",Overleaf Projects (77 items).zip | 26 summer_DELTA (26 summer_DELTA.zip) | main.tex:286 || Overleaf Projects (77 items).zip | 26 summer_Product design (26 summer_Product design.zip) | main.tex:297 || Overleaf Projects (77 items).zip | 26 summer_Product design_Dicks (26 summer_Product design_Dicks.zip) | main.tex:297,raw_b000125,Overleaf Projects (77 items).zip,26 summer_DELTA.zip,26 summer_DELTA,project_010_26_summer_delta,main.tex,286,RESEARCH EXPERIENCE,raw_e000077,Research intern,"Lab of Engineering Psychology, Chinese Academy of Sciences",Nov. 2023 - Jun. 2024,"Modeled 10 VR risk scenarios using Blender and designed 6 distinct driving scenarios in Vizard to examine user trust and risk perception, enhancing ecological realism and informing interaction design for safety-critical interfaces.","Modeled 10 VR risk scenarios using Blender and designed 6 distinct driving scenarios in Vizard to examine user trust and risk perception, enhancing ecological realism and informing interaction design for safety-critical interfaces.",Blender,
dedup_b000057,3,"conducted human factors evaluations of human-robot arm interactions, annotating 17+ hours of video data to extract task timing, behavioral, and safety performance metrics using python-based analysis.",Overleaf Projects (77 items).zip | 26 summer_DELTA (26 summer_DELTA.zip) | main.tex:288 || Overleaf Projects (77 items).zip | 26 summer_Product design (26 summer_Product design.zip) | main.tex:290 || Overleaf Projects (77 items).zip | 26 summer_Product design_Dicks (26 summer_Product design_Dicks.zip) | main.tex:290,raw_b000126,Overleaf Projects (77 items).zip,26 summer_DELTA.zip,26 summer_DELTA,project_010_26_summer_delta,main.tex,288,RESEARCH EXPERIENCE,raw_e000077,Research intern,"Lab of Engineering Psychology, Chinese Academy of Sciences",Nov. 2023 - Jun. 2024,"Conducted human factors evaluations of human–robot arm interactions, annotating 17+ hours of video data to extract task timing, behavioral, and safety performance metrics using Python-based analysis.","Conducted human factors evaluations of human–robot arm interactions, annotating 17+ hours of video data to extract task timing, behavioral, and safety performance metrics using Python-based analysis.",Python,
dedup_b000058,3,"designed and led a comparative usability study on two online pdf platforms with 8 participants, employing task-based tests and user feedback to evaluate workflow efficiency and navigation clarity.",Overleaf Projects (77 items).zip | 26 summer_DELTA (26 summer_DELTA.zip) | main.tex:310 || Overleaf Projects (77 items).zip | 26 summer_Product design (26 summer_Product design.zip) | main.tex:312 || Overleaf Projects (77 items).zip | 26 summer_Product design_Dicks (26 summer_Product design_Dicks.zip) | main.tex:312,raw_b000127,Overleaf Projects (77 items).zip,26 summer_DELTA.zip,26 summer_DELTA,project_010_26_summer_delta,main.tex,310,RESEARCH EXPERIENCE,raw_e000078,Usability Testing of Online PDF Tools,Project Lead,Apr. 2023 - Jun. 2023,"Designed and led a comparative usability study on two online PDF platforms with 8 participants, employing task-based tests and user feedback to evaluate workflow efficiency and navigation clarity.","Designed and led a comparative usability study on two online PDF platforms with 8 participants, employing task-based tests and user feedback to evaluate workflow efficiency and navigation clarity.",,
dedup_b000059,3,"analyzed behavioral metrics (task time, error rate) and qualitative frustration indicators (think-aloud, post-task interviews) to identify key usability pain points and design inconsistencies.",Overleaf Projects (77 items).zip | 26 summer_DELTA (26 summer_DELTA.zip) | main.tex:312 || Overleaf Projects (77 items).zip | 26 summer_Product design (26 summer_Product design.zip) | main.tex:314 || Overleaf Projects (77 items).zip | 26 summer_Product design_Dicks (26 summer_Product design_Dicks.zip) | main.tex:314,raw_b000128,Overleaf Projects (77 items).zip,26 summer_DELTA.zip,26 summer_DELTA,project_010_26_summer_delta,main.tex,312,RESEARCH EXPERIENCE,raw_e000078,Usability Testing of Online PDF Tools,Project Lead,Apr. 2023 - Jun. 2023,"Analyzed behavioral metrics (task time, error rate) and qualitative frustration indicators (think-aloud, post-task interviews) to identify key usability pain points and design inconsistencies.","Analyzed behavioral metrics (task time, error rate) and qualitative frustration indicators (think-aloud, post-task interviews) to identify key usability pain points and design inconsistencies.",,
dedup_b000060,3,"applied psychophysical modeling and data visualization using r to identify perceptual thresholds and response patterns, generating insights into user cognition and behavioral variability.",Overleaf Projects (77 items).zip | 26 summer_DELTA (26 summer_DELTA.zip) | main.tex:331 || Overleaf Projects (77 items).zip | 26 summer_Product design (26 summer_Product design.zip) | main.tex:333 || Overleaf Projects (77 items).zip | 26 summer_Product design_Dicks (26 summer_Product design_Dicks.zip) | main.tex:333,raw_b000130,Overleaf Projects (77 items).zip,26 summer_DELTA.zip,26 summer_DELTA,project_010_26_summer_delta,main.tex,331,RESEARCH EXPERIENCE,raw_e000079,The Impact of Continuous or Categorical Thinking on Emotion Perception,Undergraduate Thesis,Dec. 2023 – May. 2024,"Applied psychophysical modeling and data visualization using R to identify perceptual thresholds and response patterns, generating insights into user cognition and behavioral variability.","Applied psychophysical modeling and data visualization using R to identify perceptual thresholds and response patterns, generating insights into user cognition and behavioral variability.",R,
dedup_b000061,3,collected data from 135 participants to explore the effects of thinking styles on stages of emotion perception from stimulus representation to decision-making.,Overleaf Projects (77 items).zip | 26 summer_DELTA (26 summer_DELTA.zip) | main.tex:335 || Overleaf Projects (77 items).zip | 26 summer_Product design (26 summer_Product design.zip) | main.tex:337 || Overleaf Projects (77 items).zip | 26 summer_Product design_Dicks (26 summer_Product design_Dicks.zip) | main.tex:337,raw_b000131,Overleaf Projects (77 items).zip,26 summer_DELTA.zip,26 summer_DELTA,project_010_26_summer_delta,main.tex,335,RESEARCH EXPERIENCE,raw_e000079,The Impact of Continuous or Categorical Thinking on Emotion Perception,Undergraduate Thesis,Dec. 2023 – May. 2024,Collected data from 135 participants to explore the effects of thinking styles on stages of emotion perception from stimulus representation to decision-making.,Collected data from 135 participants to explore the effects of thinking styles on stages of emotion perception from stimulus representation to decision-making.,,
