raw_skill_id,original_zip_name,source_project,source_project_zip,source_project_id,source_tex_file,source_line_number,source_entry_start_line,source_entry_end_line,section_name,raw_category,raw_skill_text,raw_entry_text,normalized_skill_key,parse_flags
raw_s000025,Overleaf Projects (77 items).zip,26 summer_AI_Antora,26 summer_AI_Antora.zip,project_003_26_summer_ai_antora,main.tex,357,357,359,SKILLS,Data & AI Systems,R,"Data & AI Systems: R, Python, SQL, Tableau, Power BI, RAG pipelines, Copilot Studio, API integration, LLM prompting, LangChain components (retrievers, loaders, prompt templates)",r,
raw_s000026,Overleaf Projects (77 items).zip,26 summer_AI_Antora,26 summer_AI_Antora.zip,project_003_26_summer_ai_antora,main.tex,357,357,359,SKILLS,Data & AI Systems,Python,"Data & AI Systems: R, Python, SQL, Tableau, Power BI, RAG pipelines, Copilot Studio, API integration, LLM prompting, LangChain components (retrievers, loaders, prompt templates)",python,
raw_s000027,Overleaf Projects (77 items).zip,26 summer_AI_Antora,26 summer_AI_Antora.zip,project_003_26_summer_ai_antora,main.tex,357,357,359,SKILLS,Data & AI Systems,SQL,"Data & AI Systems: R, Python, SQL, Tableau, Power BI, RAG pipelines, Copilot Studio, API integration, LLM prompting, LangChain components (retrievers, loaders, prompt templates)",sql,
raw_s000028,Overleaf Projects (77 items).zip,26 summer_AI_Antora,26 summer_AI_Antora.zip,project_003_26_summer_ai_antora,main.tex,357,357,359,SKILLS,Data & AI Systems,Tableau,"Data & AI Systems: R, Python, SQL, Tableau, Power BI, RAG pipelines, Copilot Studio, API integration, LLM prompting, LangChain components (retrievers, loaders, prompt templates)",tableau,
raw_s000029,Overleaf Projects (77 items).zip,26 summer_AI_Antora,26 summer_AI_Antora.zip,project_003_26_summer_ai_antora,main.tex,357,357,359,SKILLS,Data & AI Systems,Power BI,"Data & AI Systems: R, Python, SQL, Tableau, Power BI, RAG pipelines, Copilot Studio, API integration, LLM prompting, LangChain components (retrievers, loaders, prompt templates)",power_bi,
raw_s000030,Overleaf Projects (77 items).zip,26 summer_AI_Antora,26 summer_AI_Antora.zip,project_003_26_summer_ai_antora,main.tex,357,357,359,SKILLS,Data & AI Systems,RAG pipelines,"Data & AI Systems: R, Python, SQL, Tableau, Power BI, RAG pipelines, Copilot Studio, API integration, LLM prompting, LangChain components (retrievers, loaders, prompt templates)",rag_pipelines,
raw_s000031,Overleaf Projects (77 items).zip,26 summer_AI_Antora,26 summer_AI_Antora.zip,project_003_26_summer_ai_antora,main.tex,357,357,359,SKILLS,Data & AI Systems,Copilot Studio,"Data & AI Systems: R, Python, SQL, Tableau, Power BI, RAG pipelines, Copilot Studio, API integration, LLM prompting, LangChain components (retrievers, loaders, prompt templates)",copilot_studio,
raw_s000032,Overleaf Projects (77 items).zip,26 summer_AI_Antora,26 summer_AI_Antora.zip,project_003_26_summer_ai_antora,main.tex,357,357,359,SKILLS,Data & AI Systems,API integration,"Data & AI Systems: R, Python, SQL, Tableau, Power BI, RAG pipelines, Copilot Studio, API integration, LLM prompting, LangChain components (retrievers, loaders, prompt templates)",api_integration,
raw_s000033,Overleaf Projects (77 items).zip,26 summer_AI_Antora,26 summer_AI_Antora.zip,project_003_26_summer_ai_antora,main.tex,357,357,359,SKILLS,Data & AI Systems,LLM prompting,"Data & AI Systems: R, Python, SQL, Tableau, Power BI, RAG pipelines, Copilot Studio, API integration, LLM prompting, LangChain components (retrievers, loaders, prompt templates)",llm_prompting,
raw_s000034,Overleaf Projects (77 items).zip,26 summer_AI_Antora,26 summer_AI_Antora.zip,project_003_26_summer_ai_antora,main.tex,357,357,359,SKILLS,Data & AI Systems,"LangChain components (retrievers, loaders, prompt templates)","Data & AI Systems: R, Python, SQL, Tableau, Power BI, RAG pipelines, Copilot Studio, API integration, LLM prompting, LangChain components (retrievers, loaders, prompt templates)",langchain_components,
raw_s000035,Overleaf Projects (77 items).zip,26 summer_AI_Antora,26 summer_AI_Antora.zip,project_003_26_summer_ai_antora,main.tex,363,363,365,SKILLS,Enterprise & Automation Tools,SharePoint (IA),"Enterprise & Automation Tools: SharePoint (IA), PowerAutomate (workflow design)",sharepoint,
raw_s000036,Overleaf Projects (77 items).zip,26 summer_AI_Antora,26 summer_AI_Antora.zip,project_003_26_summer_ai_antora,main.tex,363,363,365,SKILLS,Enterprise & Automation Tools,PowerAutomate (workflow design),"Enterprise & Automation Tools: SharePoint (IA), PowerAutomate (workflow design)",powerautomate,
raw_s000037,Overleaf Projects (77 items).zip,26 summer_AI_Antora,26 summer_AI_Antora.zip,project_003_26_summer_ai_antora,main.tex,378,378,380,SKILLS,Productivity Tools,Notion,"Productivity Tools: Notion, Microsoft Office Suite (Outlook, Excel, Word, PowerPoint, OneNote)",notion,
raw_s000038,Overleaf Projects (77 items).zip,26 summer_AI_Antora,26 summer_AI_Antora.zip,project_003_26_summer_ai_antora,main.tex,378,378,380,SKILLS,Productivity Tools,"Microsoft Office Suite (Outlook, Excel, Word, PowerPoint, OneNote)","Productivity Tools: Notion, Microsoft Office Suite (Outlook, Excel, Word, PowerPoint, OneNote)",microsoft_office_suite,
raw_s000039,Overleaf Projects (77 items).zip,26 summer_AI_KLA,26 summer_AI_KLA.zip,project_004_26_summer_ai_kla,main.tex,361,361,363,SKILLS,Data & AI Systems,R,"Data & AI Systems: R, Python, SQL, Tableau, Power BI, RAG pipelines, Copilot Studio, API integration, LLM prompting, LangChain components (retrievers, loaders, prompt templates)",r,
raw_s000040,Overleaf Projects (77 items).zip,26 summer_AI_KLA,26 summer_AI_KLA.zip,project_004_26_summer_ai_kla,main.tex,361,361,363,SKILLS,Data & AI Systems,Python,"Data & AI Systems: R, Python, SQL, Tableau, Power BI, RAG pipelines, Copilot Studio, API integration, LLM prompting, LangChain components (retrievers, loaders, prompt templates)",python,
raw_s000041,Overleaf Projects (77 items).zip,26 summer_AI_KLA,26 summer_AI_KLA.zip,project_004_26_summer_ai_kla,main.tex,361,361,363,SKILLS,Data & AI Systems,SQL,"Data & AI Systems: R, Python, SQL, Tableau, Power BI, RAG pipelines, Copilot Studio, API integration, LLM prompting, LangChain components (retrievers, loaders, prompt templates)",sql,
raw_s000042,Overleaf Projects (77 items).zip,26 summer_AI_KLA,26 summer_AI_KLA.zip,project_004_26_summer_ai_kla,main.tex,361,361,363,SKILLS,Data & AI Systems,Tableau,"Data & AI Systems: R, Python, SQL, Tableau, Power BI, RAG pipelines, Copilot Studio, API integration, LLM prompting, LangChain components (retrievers, loaders, prompt templates)",tableau,
raw_s000043,Overleaf Projects (77 items).zip,26 summer_AI_KLA,26 summer_AI_KLA.zip,project_004_26_summer_ai_kla,main.tex,361,361,363,SKILLS,Data & AI Systems,Power BI,"Data & AI Systems: R, Python, SQL, Tableau, Power BI, RAG pipelines, Copilot Studio, API integration, LLM prompting, LangChain components (retrievers, loaders, prompt templates)",power_bi,
raw_s000044,Overleaf Projects (77 items).zip,26 summer_AI_KLA,26 summer_AI_KLA.zip,project_004_26_summer_ai_kla,main.tex,361,361,363,SKILLS,Data & AI Systems,RAG pipelines,"Data & AI Systems: R, Python, SQL, Tableau, Power BI, RAG pipelines, Copilot Studio, API integration, LLM prompting, LangChain components (retrievers, loaders, prompt templates)",rag_pipelines,
raw_s000045,Overleaf Projects (77 items).zip,26 summer_AI_KLA,26 summer_AI_KLA.zip,project_004_26_summer_ai_kla,main.tex,361,361,363,SKILLS,Data & AI Systems,Copilot Studio,"Data & AI Systems: R, Python, SQL, Tableau, Power BI, RAG pipelines, Copilot Studio, API integration, LLM prompting, LangChain components (retrievers, loaders, prompt templates)",copilot_studio,
raw_s000046,Overleaf Projects (77 items).zip,26 summer_AI_KLA,26 summer_AI_KLA.zip,project_004_26_summer_ai_kla,main.tex,361,361,363,SKILLS,Data & AI Systems,API integration,"Data & AI Systems: R, Python, SQL, Tableau, Power BI, RAG pipelines, Copilot Studio, API integration, LLM prompting, LangChain components (retrievers, loaders, prompt templates)",api_integration,
raw_s000047,Overleaf Projects (77 items).zip,26 summer_AI_KLA,26 summer_AI_KLA.zip,project_004_26_summer_ai_kla,main.tex,361,361,363,SKILLS,Data & AI Systems,LLM prompting,"Data & AI Systems: R, Python, SQL, Tableau, Power BI, RAG pipelines, Copilot Studio, API integration, LLM prompting, LangChain components (retrievers, loaders, prompt templates)",llm_prompting,
raw_s000048,Overleaf Projects (77 items).zip,26 summer_AI_KLA,26 summer_AI_KLA.zip,project_004_26_summer_ai_kla,main.tex,361,361,363,SKILLS,Data & AI Systems,"LangChain components (retrievers, loaders, prompt templates)","Data & AI Systems: R, Python, SQL, Tableau, Power BI, RAG pipelines, Copilot Studio, API integration, LLM prompting, LangChain components (retrievers, loaders, prompt templates)",langchain_components,
raw_s000049,Overleaf Projects (77 items).zip,26 summer_AI_KLA,26 summer_AI_KLA.zip,project_004_26_summer_ai_kla,main.tex,367,367,369,SKILLS,Enterprise & Automation Tools,SharePoint (IA),"Enterprise & Automation Tools: SharePoint (IA), PowerAutomate (workflow design)",sharepoint,
raw_s000050,Overleaf Projects (77 items).zip,26 summer_AI_KLA,26 summer_AI_KLA.zip,project_004_26_summer_ai_kla,main.tex,367,367,369,SKILLS,Enterprise & Automation Tools,PowerAutomate (workflow design),"Enterprise & Automation Tools: SharePoint (IA), PowerAutomate (workflow design)",powerautomate,
raw_s000051,Overleaf Projects (77 items).zip,26 summer_AI_KLA,26 summer_AI_KLA.zip,project_004_26_summer_ai_kla,main.tex,382,382,384,SKILLS,Productivity Tools,"Microsoft Office Suite (Outlook, Excel, Word, PowerPoint, OneNote)","Productivity Tools: Microsoft Office Suite (Outlook, Excel, Word, PowerPoint, OneNote)",microsoft_office_suite,
raw_s000052,Overleaf Projects (77 items).zip,26 summer_AI_SAP,26 summer_AI_SAP.zip,project_005_26_summer_ai_sap,main.tex,361,361,363,SKILLS,Data & AI Systems,R,"Data & AI Systems: R, Python, SQL, Tableau, Power BI, RAG pipelines, Copilot Studio, API integration, LLM prompting, LangChain components (retrievers, loaders, prompt templates)",r,
raw_s000053,Overleaf Projects (77 items).zip,26 summer_AI_SAP,26 summer_AI_SAP.zip,project_005_26_summer_ai_sap,main.tex,361,361,363,SKILLS,Data & AI Systems,Python,"Data & AI Systems: R, Python, SQL, Tableau, Power BI, RAG pipelines, Copilot Studio, API integration, LLM prompting, LangChain components (retrievers, loaders, prompt templates)",python,
raw_s000054,Overleaf Projects (77 items).zip,26 summer_AI_SAP,26 summer_AI_SAP.zip,project_005_26_summer_ai_sap,main.tex,361,361,363,SKILLS,Data & AI Systems,SQL,"Data & AI Systems: R, Python, SQL, Tableau, Power BI, RAG pipelines, Copilot Studio, API integration, LLM prompting, LangChain components (retrievers, loaders, prompt templates)",sql,
raw_s000055,Overleaf Projects (77 items).zip,26 summer_AI_SAP,26 summer_AI_SAP.zip,project_005_26_summer_ai_sap,main.tex,361,361,363,SKILLS,Data & AI Systems,Tableau,"Data & AI Systems: R, Python, SQL, Tableau, Power BI, RAG pipelines, Copilot Studio, API integration, LLM prompting, LangChain components (retrievers, loaders, prompt templates)",tableau,
raw_s000056,Overleaf Projects (77 items).zip,26 summer_AI_SAP,26 summer_AI_SAP.zip,project_005_26_summer_ai_sap,main.tex,361,361,363,SKILLS,Data & AI Systems,Power BI,"Data & AI Systems: R, Python, SQL, Tableau, Power BI, RAG pipelines, Copilot Studio, API integration, LLM prompting, LangChain components (retrievers, loaders, prompt templates)",power_bi,
raw_s000057,Overleaf Projects (77 items).zip,26 summer_AI_SAP,26 summer_AI_SAP.zip,project_005_26_summer_ai_sap,main.tex,361,361,363,SKILLS,Data & AI Systems,RAG pipelines,"Data & AI Systems: R, Python, SQL, Tableau, Power BI, RAG pipelines, Copilot Studio, API integration, LLM prompting, LangChain components (retrievers, loaders, prompt templates)",rag_pipelines,
raw_s000058,Overleaf Projects (77 items).zip,26 summer_AI_SAP,26 summer_AI_SAP.zip,project_005_26_summer_ai_sap,main.tex,361,361,363,SKILLS,Data & AI Systems,Copilot Studio,"Data & AI Systems: R, Python, SQL, Tableau, Power BI, RAG pipelines, Copilot Studio, API integration, LLM prompting, LangChain components (retrievers, loaders, prompt templates)",copilot_studio,
raw_s000059,Overleaf Projects (77 items).zip,26 summer_AI_SAP,26 summer_AI_SAP.zip,project_005_26_summer_ai_sap,main.tex,361,361,363,SKILLS,Data & AI Systems,API integration,"Data & AI Systems: R, Python, SQL, Tableau, Power BI, RAG pipelines, Copilot Studio, API integration, LLM prompting, LangChain components (retrievers, loaders, prompt templates)",api_integration,
raw_s000060,Overleaf Projects (77 items).zip,26 summer_AI_SAP,26 summer_AI_SAP.zip,project_005_26_summer_ai_sap,main.tex,361,361,363,SKILLS,Data & AI Systems,LLM prompting,"Data & AI Systems: R, Python, SQL, Tableau, Power BI, RAG pipelines, Copilot Studio, API integration, LLM prompting, LangChain components (retrievers, loaders, prompt templates)",llm_prompting,
raw_s000061,Overleaf Projects (77 items).zip,26 summer_AI_SAP,26 summer_AI_SAP.zip,project_005_26_summer_ai_sap,main.tex,361,361,363,SKILLS,Data & AI Systems,"LangChain components (retrievers, loaders, prompt templates)","Data & AI Systems: R, Python, SQL, Tableau, Power BI, RAG pipelines, Copilot Studio, API integration, LLM prompting, LangChain components (retrievers, loaders, prompt templates)",langchain_components,
raw_s000062,Overleaf Projects (77 items).zip,26 summer_AI_SAP,26 summer_AI_SAP.zip,project_005_26_summer_ai_sap,main.tex,367,367,369,SKILLS,Enterprise & Automation Tools,SharePoint (IA),"Enterprise & Automation Tools: SharePoint (IA), PowerAutomate (workflow design)",sharepoint,
raw_s000063,Overleaf Projects (77 items).zip,26 summer_AI_SAP,26 summer_AI_SAP.zip,project_005_26_summer_ai_sap,main.tex,367,367,369,SKILLS,Enterprise & Automation Tools,PowerAutomate (workflow design),"Enterprise & Automation Tools: SharePoint (IA), PowerAutomate (workflow design)",powerautomate,
raw_s000064,Overleaf Projects (77 items).zip,26 summer_AI_SAP,26 summer_AI_SAP.zip,project_005_26_summer_ai_sap,main.tex,382,382,384,SKILLS,Productivity Tools,Notion,"Productivity Tools: Notion, Microsoft Office Suite (Outlook, Excel, Word, PowerPoint, OneNote)",notion,
raw_s000065,Overleaf Projects (77 items).zip,26 summer_AI_SAP,26 summer_AI_SAP.zip,project_005_26_summer_ai_sap,main.tex,382,382,384,SKILLS,Productivity Tools,"Microsoft Office Suite (Outlook, Excel, Word, PowerPoint, OneNote)","Productivity Tools: Notion, Microsoft Office Suite (Outlook, Excel, Word, PowerPoint, OneNote)",microsoft_office_suite,
raw_s000066,Overleaf Projects (77 items).zip,26 summer_AI_Schneider,26 summer_AI_Schneider.zip,project_006_26_summer_ai_schneider,main.tex,357,357,359,SKILLS,Data & AI Systems,R,"Data & AI Systems: R, Python, SQL, Tableau, Power BI, RAG pipelines, Copilot Studio, API integration, LLM prompting, LangChain components (retrievers, loaders, prompt templates)",r,
raw_s000067,Overleaf Projects (77 items).zip,26 summer_AI_Schneider,26 summer_AI_Schneider.zip,project_006_26_summer_ai_schneider,main.tex,357,357,359,SKILLS,Data & AI Systems,Python,"Data & AI Systems: R, Python, SQL, Tableau, Power BI, RAG pipelines, Copilot Studio, API integration, LLM prompting, LangChain components (retrievers, loaders, prompt templates)",python,
raw_s000068,Overleaf Projects (77 items).zip,26 summer_AI_Schneider,26 summer_AI_Schneider.zip,project_006_26_summer_ai_schneider,main.tex,357,357,359,SKILLS,Data & AI Systems,SQL,"Data & AI Systems: R, Python, SQL, Tableau, Power BI, RAG pipelines, Copilot Studio, API integration, LLM prompting, LangChain components (retrievers, loaders, prompt templates)",sql,
raw_s000069,Overleaf Projects (77 items).zip,26 summer_AI_Schneider,26 summer_AI_Schneider.zip,project_006_26_summer_ai_schneider,main.tex,357,357,359,SKILLS,Data & AI Systems,Tableau,"Data & AI Systems: R, Python, SQL, Tableau, Power BI, RAG pipelines, Copilot Studio, API integration, LLM prompting, LangChain components (retrievers, loaders, prompt templates)",tableau,
raw_s000070,Overleaf Projects (77 items).zip,26 summer_AI_Schneider,26 summer_AI_Schneider.zip,project_006_26_summer_ai_schneider,main.tex,357,357,359,SKILLS,Data & AI Systems,Power BI,"Data & AI Systems: R, Python, SQL, Tableau, Power BI, RAG pipelines, Copilot Studio, API integration, LLM prompting, LangChain components (retrievers, loaders, prompt templates)",power_bi,
raw_s000071,Overleaf Projects (77 items).zip,26 summer_AI_Schneider,26 summer_AI_Schneider.zip,project_006_26_summer_ai_schneider,main.tex,357,357,359,SKILLS,Data & AI Systems,RAG pipelines,"Data & AI Systems: R, Python, SQL, Tableau, Power BI, RAG pipelines, Copilot Studio, API integration, LLM prompting, LangChain components (retrievers, loaders, prompt templates)",rag_pipelines,
raw_s000072,Overleaf Projects (77 items).zip,26 summer_AI_Schneider,26 summer_AI_Schneider.zip,project_006_26_summer_ai_schneider,main.tex,357,357,359,SKILLS,Data & AI Systems,Copilot Studio,"Data & AI Systems: R, Python, SQL, Tableau, Power BI, RAG pipelines, Copilot Studio, API integration, LLM prompting, LangChain components (retrievers, loaders, prompt templates)",copilot_studio,
raw_s000073,Overleaf Projects (77 items).zip,26 summer_AI_Schneider,26 summer_AI_Schneider.zip,project_006_26_summer_ai_schneider,main.tex,357,357,359,SKILLS,Data & AI Systems,API integration,"Data & AI Systems: R, Python, SQL, Tableau, Power BI, RAG pipelines, Copilot Studio, API integration, LLM prompting, LangChain components (retrievers, loaders, prompt templates)",api_integration,
raw_s000074,Overleaf Projects (77 items).zip,26 summer_AI_Schneider,26 summer_AI_Schneider.zip,project_006_26_summer_ai_schneider,main.tex,357,357,359,SKILLS,Data & AI Systems,LLM prompting,"Data & AI Systems: R, Python, SQL, Tableau, Power BI, RAG pipelines, Copilot Studio, API integration, LLM prompting, LangChain components (retrievers, loaders, prompt templates)",llm_prompting,
raw_s000075,Overleaf Projects (77 items).zip,26 summer_AI_Schneider,26 summer_AI_Schneider.zip,project_006_26_summer_ai_schneider,main.tex,357,357,359,SKILLS,Data & AI Systems,"LangChain components (retrievers, loaders, prompt templates)","Data & AI Systems: R, Python, SQL, Tableau, Power BI, RAG pipelines, Copilot Studio, API integration, LLM prompting, LangChain components (retrievers, loaders, prompt templates)",langchain_components,
raw_s000076,Overleaf Projects (77 items).zip,26 summer_AI_Schneider,26 summer_AI_Schneider.zip,project_006_26_summer_ai_schneider,main.tex,363,363,365,SKILLS,Enterprise & Automation Tools,SharePoint (IA),"Enterprise & Automation Tools: SharePoint (IA), PowerAutomate (workflow design)",sharepoint,
raw_s000077,Overleaf Projects (77 items).zip,26 summer_AI_Schneider,26 summer_AI_Schneider.zip,project_006_26_summer_ai_schneider,main.tex,363,363,365,SKILLS,Enterprise & Automation Tools,PowerAutomate (workflow design),"Enterprise & Automation Tools: SharePoint (IA), PowerAutomate (workflow design)",powerautomate,
raw_s000078,Overleaf Projects (77 items).zip,26 summer_AI_Schneider,26 summer_AI_Schneider.zip,project_006_26_summer_ai_schneider,main.tex,378,378,380,SKILLS,Productivity Tools,"Microsoft Office Suite (Outlook, Excel, Word, PowerPoint, OneNote)","Productivity Tools: Microsoft Office Suite (Outlook, Excel, Word, PowerPoint, OneNote)",microsoft_office_suite,
raw_s000079,Overleaf Projects (77 items).zip,26 summer_Analytics_Tesla,26 summer_Analytics_Tesla.zip,project_007_26_summer_analytics_tesla,main.tex,345,345,347,SKILLS,Data & AI Systems,R,"Data & AI Systems: R, Python, SQL, Tableau, Power BI, RAG pipelines, Copilot Studio, API integration, LLM prompting, LangChain components (retrievers, loaders, prompt templates)",r,
